TripId,TripStartTime,TripEndTime,DeviceId
4222cae5-53bf-4782-ba7b-f405d1c45a97,2023-06-11 22:19:03.310137,2023-06-13 06:19:03.310137,e642ae17
a752beb2-6907-4823-95ab-b07855e2a909,2023-05-24 01:10:53.189285,2023-05-25 20:10:53.189285,c166ba65
052ce144-7a52-49b8-bdef-0ea174ab1244,2021-07-17 00:51:19.074150,2021-07-17 20:51:19.074150,27fe7a72
3c95f4cf-87ed-4fbe-a899-7f7dff144024,2021-04-07 07:47:38.836001,2021-04-08 19:47:38.836001,8652654e
01fb003e-3974-4853-9815-89ce45c26eb9,2022-07-28 01:06:05.818438,2022-07-28 16:06:05.818438,7a1501f6
62aa8a07-63f6-474c-b338-38a289eed821,2023-09-22 08:46:39.798720,2023-09-23 08:46:39.798720,e8f02064
ad32d3e5-945a-45a9-ad60-b9e011db79c0,2022-09-01 09:22:12.773400,2022-09-02 02:22:12.773400,e5629ac5
c22ef2fd-26fc-45cc-b890-ff0e5d4f210b,2021-07-30 00:48:41.179184,2021-07-30 23:48:41.179184,7c12a143
9a0f4b1b-44b5-43dc-9cbb-767bd4b80585,2021-11-22 01:20:23.371748,2021-11-22 21:20:23.371748,834ae32c
5b9ab8ff-4d7b-4085-bbb0-c451cfe09465,2021-01-10 17:48:31.427238,2021-01-11 13:48:31.427238,fe67eda8
e6826594-7413-4af7-8792-6a13216341c3,2023-10-29 23:40:34.195449,2023-10-31 12:40:34.195449,9a14a793
63a369ec-7f37-4e8d-a0ab-26ea8f12f129,2021-04-14 06:47:42.200007,2021-04-15 23:47:42.200007,7f6b12ae
fcb104fa-31d8-42d2-ac52-185f8d7a707e,2023-05-21 15:04:55.393851,2023-05-22 12:04:55.393851,d5483ded
987706ec-2a61-4794-b48b-73ab98cfc80c,2023-07-01 00:14:35.727652,2023-07-02 15:14:35.727652,117edc73
6113e901-300b-46af-86b3-a0f3ec7d1226,2021-11-23 05:22:23.166999,2021-11-25 01:22:23.166999,448fe23f
e182a725-7a0e-4be6-b816-6702a8bbfb98,2022-03-04 12:51:30.202375,2022-03-06 00:51:30.202375,95ab3aca
ade41d62-3bd6-4786-8eb8-ccab614e41dc,2021-12-18 13:43:37.567807,2021-12-19 04:43:37.567807,cc4f3c75
67a7825a-bd78-4684-870c-a7097929bf46,2023-07-24 09:55:48.574015,2023-07-24 22:55:48.574015,736d57f0
f0c85ff0-ced9-405d-80ef-303e944c6dc6,2023-08-30 17:20:03.229304,2023-09-01 01:20:03.229304,79f40099
e02ebcf7-bef4-4d9b-8174-76e0201476e6,2021-10-14 15:25:00.935981,2021-10-15 07:25:00.935981,e65ab9bf
5b97426f-7b77-402b-a9f9-e2d1813b1121,2021-03-13 17:12:26.086909,2021-03-14 20:12:26.086909,964e6de8
fdfc51c9-ff8d-45b6-9bcb-b20a0ee2dab8,2022-12-23 08:40:37.673542,2022-12-23 20:40:37.673542,d7cf0cec
b2246f44-2e61-4548-b4e9-0e462da38a4b,2023-04-24 07:50:17.480605,2023-04-26 00:50:17.480605,5d62774a
5314c6d7-94d4-4d9c-b17f-6e0aadafc569,2023-02-16 02:52:19.572225,2023-02-16 19:52:19.572225,7e442860
ec319384-1fe3-4e60-ae3b-194461e819f0,2022-04-21 20:44:11.204530,2022-04-23 05:44:11.204530,b88dac6c
f5e98524-3457-45b0-9350-73437f1521b9,2023-10-14 02:22:12.533518,2023-10-15 14:22:12.533518,36b2624e
5e929a35-384a-4c7b-8451-5141e07efb15,2023-09-12 10:43:47.112328,2023-09-13 10:43:47.112328,7c12a143
42d24be8-ff39-4ab7-9f6c-c7e5f32193f6,2021-12-14 09:43:58.844851,2021-12-15 08:43:58.844851,cc4f3c75
2629d56c-f45f-4593-b99f-b0c82de3a970,2021-03-31 16:20:05.913390,2021-04-01 06:20:05.913390,d9f0e260
dc20cffd-fddd-4599-8c01-6c69cc0df37a,2021-06-08 12:37:11.589069,2021-06-10 08:37:11.589069,c9a6835a
e17d128e-8251-40a2-9266-48d7095bbc50,2021-09-07 22:59:04.137751,2021-09-09 12:59:04.137751,b9834cd6
6e12df0a-e137-428c-9547-a0b48531601a,2021-01-28 18:11:44.627423,2021-01-29 19:11:44.627423,1d507578
b791b34d-1621-4d7c-a767-24f48323e2d3,2021-12-11 02:44:51.775377,2021-12-12 19:44:51.775377,345c0db9
65d1241e-ecd3-4db6-aa4e-3e235a918da1,2023-11-13 22:48:27.895819,2023-11-15 18:48:27.895819,48393984
309a69dd-db60-48cb-bbfc-406cdc89974d,2022-05-22 20:36:39.735628,2022-05-23 13:36:39.735628,ed3a9910
47bf2e67-3d96-4abe-919f-6eab0f32e38d,2023-06-04 18:56:55.553662,2023-06-05 14:56:55.553662,9aa4185c
3f86c289-745f-4208-a4f4-9ddf183b2f4d,2021-10-04 17:57:16.865486,2021-10-06 13:57:16.865486,515de5be
fd1993b6-f282-465e-bdad-e81daadd1a26,2021-05-16 03:08:49.135983,2021-05-17 05:08:49.135983,b0c7f554
7f484394-cf50-4b0c-bc1a-befb7f868a59,2021-06-26 18:17:39.223974,2021-06-28 05:17:39.223974,3eb8b27e
e526f315-98a3-47ce-b7d8-fbfaed80f1bc,2021-05-13 22:12:44.817946,2021-05-15 18:12:44.817946,fb63cc9c
a27e3af9-d607-4768-9e95-e754bf8bcb40,2021-01-13 03:53:29.201205,2021-01-14 03:53:29.201205,c8cd4d1b
186ae3da-89c9-4e64-bc4b-de90985777ee,2023-10-14 16:19:36.447219,2023-10-16 04:19:36.447219,a3b5edd6
31b6ea5b-3ece-44b7-b303-e016366064cb,2021-04-07 07:46:24.942700,2021-04-08 13:46:24.942700,85b6fbf6
4bcb09c7-b585-4e72-91e4-857a9d591a1a,2022-11-06 19:20:26.504851,2022-11-07 10:20:26.504851,81a42114
6c46ca3e-2423-40a0-9221-15b0a3bd62a6,2023-09-20 19:49:43.115522,2023-09-22 05:49:43.115522,5321c766
3aed8d85-37cc-4c41-ad59-93c427bced6a,2023-06-04 05:08:56.783410,2023-06-05 17:08:56.783410,ee8690a3
bfa40513-6d7e-435a-8b9a-e6d4e7eca105,2023-03-26 20:50:04.640173,2023-03-27 16:50:04.640173,74d5525c
3453a37a-5ece-4ff0-b3b8-7a8176c9128f,2021-10-05 03:22:19.164667,2021-10-06 18:22:19.164667,26f04980
faeb1c9a-d331-4ba7-8540-01c5f1685031,2022-07-06 13:27:52.529465,2022-07-07 05:27:52.529465,2b2e83e2
8b1ddfbe-10b2-47dd-83ac-d2d702c78941,2023-11-04 01:16:43.184610,2023-11-04 14:16:43.184610,25613a50
1a96f7d5-b5ad-4b01-81d3-92a47697c5f0,2023-10-19 17:48:08.367685,2023-10-20 10:48:08.367685,6afc757a
46e61fdb-6c46-49bb-837c-567ce5ba8700,2021-06-16 02:57:00.556913,2021-06-17 22:57:00.556913,39d2affe
9f1cf0c3-c3d3-4c69-9d89-b1b45fd43bb9,2023-05-30 04:05:53.833666,2023-05-31 17:05:53.833666,0f9e795d
a26c8a6f-cf75-4cc9-addd-46bc1ce50e16,2022-11-04 09:59:17.586218,2022-11-05 00:59:17.586218,bcb43fee
05a70c6a-1def-4ad4-9b20-f47177f150d9,2022-04-04 08:39:58.741063,2022-04-06 01:39:58.741063,3f45bb53
cd6b7f0e-d016-4eb1-b4ba-439340de62ad,2021-11-24 14:07:30.563903,2021-11-25 21:07:30.563903,66c635af
35e26077-be35-4021-9a1a-a2daf87aa45b,2022-02-08 23:49:28.457550,2022-02-10 03:49:28.457550,c49ba1d8
ea78a452-a455-4166-9b08-593d892c2cfa,2021-10-20 12:28:53.010418,2021-10-21 00:28:53.010418,0f920fdc
d1a5e35a-441d-44f9-9a95-632188820947,2022-01-25 09:59:30.175529,2022-01-26 02:59:30.175529,575c5203
c45e9543-9d4c-4f6a-9a4b-4cc4ae69100d,2022-11-11 15:04:16.876776,2022-11-12 18:04:16.876776,404e44b7
0a2fd78b-8374-4a08-997f-9edc8400e9d0,2023-03-11 18:35:19.638867,2023-03-13 00:35:19.638867,dc2228fb
3f4829f6-6d43-44df-9572-3ae55d1a4e0d,2023-03-04 08:42:58.074750,2023-03-05 12:42:58.074750,e7850bd0
1e31f129-e436-46ea-94c7-2af27836c63a,2021-06-29 13:19:46.663326,2021-06-30 23:19:46.663326,21274739
3de4a4d2-7423-4507-9c02-fef9ff8928a2,2021-01-14 18:17:18.694508,2021-01-16 17:17:18.694508,c11583a7
179ffcf0-17d0-40ef-89c8-ac9cb8eaa567,2023-09-26 18:28:39.140150,2023-09-28 00:28:39.140150,3de51fe9
8c4049a7-94ea-4741-bdbc-1bee78b66eea,2021-09-07 08:48:40.365335,2021-09-08 15:48:40.365335,648e3b69
5a554a8e-cc0d-46fc-b197-599e116ed492,2023-01-26 04:26:59.287740,2023-01-26 20:26:59.287740,39593073
3f28c738-2243-445e-bb66-1ea931053879,2021-03-27 18:58:21.792500,2021-03-28 10:58:21.792500,07c06c21
78e8e4f5-786d-4445-bc21-5f0820e8cfdb,2022-11-05 09:51:45.451562,2022-11-06 08:51:45.451562,60631091
a2852977-d80b-4464-90be-0972634e2877,2023-10-11 04:31:32.974382,2023-10-12 04:31:32.974382,985be368
a61833a8-7adb-42c6-bd95-9262b8bb74b3,2023-06-30 08:01:29.217430,2023-07-01 21:01:29.217430,d430b90f
0aa7184a-842a-4ef1-a1e0-06c15641749e,2022-07-21 07:15:09.024542,2022-07-22 16:15:09.024542,c908afc1
e2e8c3cd-8a39-4f49-b85b-316e375caf80,2022-01-30 15:00:16.115849,2022-01-31 22:00:16.115849,879f5e6b
c8b6d9e6-d3a9-4e89-b870-fae9f3e99161,2022-02-03 05:33:03.222298,2022-02-04 11:33:03.222298,86554bf0
fb7b964c-bb93-45e0-af89-a166c784f9fc,2022-05-27 18:33:59.398949,2022-05-29 13:33:59.398949,ffa473f3
3258e48a-ea5f-46d1-8127-c9804ade84a1,2023-05-07 05:55:21.004375,2023-05-07 21:55:21.004375,119375d1
7b024757-a207-45b4-aa59-2404de5813c0,2022-01-31 12:51:49.686662,2022-02-01 08:51:49.686662,b141318a
ae2b15de-5c3e-4960-b8d8-562afeb23041,2022-04-29 04:53:03.909027,2022-04-30 05:53:03.909027,3ffc9bf1
a47ac68c-bf1b-435b-a968-36c3310df457,2023-10-06 15:48:16.230736,2023-10-08 04:48:16.230736,39332cc0
9d7cadb6-3532-411c-aee9-7f5656141ddd,2023-08-15 20:14:16.433704,2023-08-17 09:14:16.433704,f432da7a
6ed94474-f168-4ca4-b2d3-7139e76f3582,2023-10-14 13:55:57.961660,2023-10-16 05:55:57.961660,ef06d2ca
f9f8b2e7-1ba4-4124-9ee7-a65faf3ff54a,2022-03-08 17:25:53.169257,2022-03-09 21:25:53.169257,ecc31001
d42c34b9-1c2f-4a14-82ca-875d0d34af30,2021-02-13 23:02:41.720637,2021-02-14 15:02:41.720637,b88dac6c
7c5596d0-148c-4c97-9055-e9389a7b7c11,2022-02-28 05:30:47.923448,2022-03-01 20:30:47.923448,46fed113
b6faafe2-98e7-4215-bc21-9c053b7442e6,2022-06-14 22:29:08.248939,2022-06-15 17:29:08.248939,e7fb5874
9f8a2e72-f354-41d4-93a0-a6e1454c05e6,2021-10-10 16:22:02.637326,2021-10-11 07:22:02.637326,d924c8ee
5e7c46d0-c0a3-4119-916d-2fe4b0199c25,2023-04-11 01:44:33.888148,2023-04-12 02:44:33.888148,3122bd98
3dc0430d-7bef-428b-8015-7bca9fe8a55c,2022-07-20 10:45:33.379112,2022-07-22 00:45:33.379112,20b7e1cd
a7c94131-a91d-441f-ba3e-02dd957feca8,2023-07-11 13:01:25.944092,2023-07-12 18:01:25.944092,b32414d9
a6603ebd-a762-4213-9b5b-323b577c8b48,2022-08-07 19:07:07.583888,2022-08-08 21:07:07.583888,20e34ab1
2f17f149-5402-46e7-b3c5-0f7bb237c474,2021-12-19 07:13:10.424450,2021-12-19 23:13:10.424450,a53b1d8b
14fbda84-bd0f-4d4e-b705-b36789db0dea,2023-08-25 02:19:24.875919,2023-08-25 21:19:24.875919,c3d1d4d9
fa87d929-c22f-4528-ba74-95db1e917c3d,2021-09-15 07:28:25.085563,2021-09-16 19:28:25.085563,7525d4a6
9884ce20-7dd3-4d4b-8b77-99a40bfa26d0,2022-01-29 00:23:24.284009,2022-01-30 04:23:24.284009,5e0baddc
9ac3caa3-4696-4fa0-a756-c9733fdd0495,2021-02-09 22:42:25.021753,2021-02-10 17:42:25.021753,c35b7119
1057066c-f9e2-4c81-bc59-0cc1da70f636,2021-11-16 06:43:06.044755,2021-11-17 19:43:06.044755,ddaa2c09
3825bba3-9091-4f00-b280-230a7f01e96c,2022-05-09 08:49:49.979276,2022-05-10 02:49:49.979276,ed25ef5d
9d1ea98f-9ba7-4d6c-ae00-3857c20b66ac,2021-07-04 22:18:00.345071,2021-07-06 17:18:00.345071,5e0baddc
be26a968-18c3-4870-899c-3292f605214d,2023-10-19 08:31:58.943370,2023-10-20 12:31:58.943370,a0efff8a
36417291-482c-4735-ace6-b02546f13ca5,2021-06-06 09:30:41.958668,2021-06-08 08:30:41.958668,853d2507
6f130e80-38ea-45f9-a319-ffb4f3c758bd,2021-06-13 14:07:41.960415,2021-06-14 08:07:41.960415,32ad48e4
ea480e05-43ad-4444-86c1-ac854ef4dc50,2021-04-20 22:03:41.115762,2021-04-22 02:03:41.115762,80974a4c
c78b2fae-99de-427a-8f96-00bf5decac8a,2022-08-17 08:50:51.954671,2022-08-19 05:50:51.954671,db8a838e
fbb603b0-a1b0-4f42-8be9-cbe9f4582c84,2021-04-09 19:35:14.552384,2021-04-11 05:35:14.552384,ea81fb42
e6064da9-9e2e-43fb-b74d-27b12b3e4d9c,2022-11-13 20:26:29.705524,2022-11-15 19:26:29.705524,28b2b46d
4e1e5116-5b47-47f3-a30f-20af741c6fde,2021-01-20 13:40:48.969522,2021-01-21 09:40:48.969522,dbb12be2
79036b21-f1d7-4352-853a-83cfa31d9dc3,2022-02-23 09:54:21.369081,2022-02-23 22:54:21.369081,bb6bd657
fd688641-1ca1-404b-bc9a-79bb41ec69f4,2023-05-18 09:00:56.299183,2023-05-19 05:00:56.299183,43f87334
78db07db-f9c8-42da-b3be-2ccb2e5b420c,2021-12-10 17:15:23.165406,2021-12-12 06:15:23.165406,1d621733
9ccb2539-9002-40d4-b816-d938e7d00a4c,2023-11-21 20:58:30.031556,2023-11-22 17:58:30.031556,d4d9f27c
27c81e40-7962-4820-8745-788ee0ba9446,2022-05-19 16:31:54.573462,2022-05-20 18:31:54.573462,4f2a13c9
de3a4b4a-514d-4576-a3c5-3a03ab1b1fa2,2022-03-20 20:35:15.050994,2022-03-22 04:35:15.050994,dc47faf9
aab4ee3f-d108-47b7-837d-6da63c0be2ff,2022-01-23 10:13:30.486980,2022-01-24 10:13:30.486980,9bd071b7
ffae78c0-4d31-4810-aeb6-b6dc7a6fbe0d,2022-09-17 16:19:22.896700,2022-09-19 06:19:22.896700,6afc757a
d6fe447f-1b35-4a70-96d0-98a5a119cd5b,2022-03-30 06:48:13.091222,2022-03-31 19:48:13.091222,f5388fd3
480c90f9-eb6d-47c4-87d8-36f7d8afddc6,2021-03-02 18:14:27.369186,2021-03-04 00:14:27.369186,5f0085d7
a866150e-2d4c-4499-9f6f-104b843b6397,2023-04-01 03:11:32.666733,2023-04-02 09:11:32.666733,a70627ed
60c7fd56-c767-48b3-a91a-6b0a350a73d9,2021-06-30 23:44:01.730105,2021-07-01 12:44:01.730105,5f0085d7
eae4c77b-facf-4aa1-8dd9-e89631db93e3,2021-03-18 16:59:42.158789,2021-03-19 22:59:42.158789,d04c46fc
c4ccbd8d-d737-4e36-9b4d-0654740cfcb6,2023-11-22 00:34:01.189283,2023-11-23 08:34:01.189283,3ebbe129
363e6aea-fb98-4c84-9085-c50f572a3bba,2022-03-21 07:58:42.085916,2022-03-23 03:58:42.085916,19e3eb95
87a7c11f-6799-42c7-a1b5-53b5b05e61a6,2022-11-01 11:34:21.205593,2022-11-02 01:34:21.205593,3aa2daa2
7cfc1b6b-27ce-4f80-891e-f6e22bd2aefb,2023-04-24 13:05:44.881368,2023-04-25 08:05:44.881368,a931684f
224e92c2-4161-4120-8fae-9cf246a07c41,2022-01-28 18:09:43.060358,2022-01-30 02:09:43.060358,274f5af8
ad192ef4-1c1a-4b6b-aa5e-57ad2e60d1fe,2023-01-22 17:58:03.136289,2023-01-24 02:58:03.136289,e856cba9
b706c9c0-e06b-4cfd-ae4f-3db6cfd651f3,2021-12-16 09:43:01.813720,2021-12-17 01:43:01.813720,7178290d
dd30be6a-5424-4a25-a7fb-880bdec98e63,2023-10-13 20:52:14.972548,2023-10-15 12:52:14.972548,b0887cfb
731e3546-8dc2-40b7-bce2-33d80869cc73,2023-05-27 07:20:40.541283,2023-05-29 00:20:40.541283,177f116b
da93c62f-1cfa-4f19-b798-af73b7c853dc,2022-10-17 21:05:42.550969,2022-10-18 09:05:42.550969,e5744406
b627bdac-e445-4e0e-aba9-2c039ebac008,2021-10-14 07:08:24.217760,2021-10-15 17:08:24.217760,a159f376
edcb5ff8-aac9-449f-b3b9-c3f86114996a,2022-09-01 08:46:55.099359,2022-09-02 12:46:55.099359,10817ea5
f8b65498-ac06-4c30-af1f-4fbe20332a66,2021-01-28 22:42:17.079957,2021-01-29 10:42:17.079957,1620756b
5a2f0c0a-54b7-4c29-885a-97918af30f7a,2021-05-13 11:28:56.489269,2021-05-14 20:28:56.489269,db458e9d
efb265b1-d04a-4661-9d2a-1f320f8a0724,2023-08-25 15:18:47.595376,2023-08-27 10:18:47.595376,129af237
91cb9f87-b121-48c3-bc14-cc89486343f3,2023-11-29 02:54:21.711698,2023-11-30 14:54:21.711698,781bb389
a7e79da3-aaca-49a5-853e-cdcd4a7f74f0,2021-09-02 17:50:32.032777,2021-09-04 08:50:32.032777,d5e0e442
e001b3ab-04e2-4ad9-a858-daebea36dfe8,2023-01-10 19:04:31.529098,2023-01-11 21:04:31.529098,155b85a8
d1366fd2-9e27-41e9-bb31-3d24350a8178,2022-10-23 04:04:23.659778,2022-10-23 20:04:23.659778,07c06c21
e93958ed-182c-4903-b38d-26cbfe62e721,2021-06-22 19:59:58.029454,2021-06-24 16:59:58.029454,fb7aeb03
7cdea594-a821-4bb7-b2d5-0ef1e9c5d92c,2022-09-12 08:48:43.734115,2022-09-13 05:48:43.734115,f63b5905
91f82a11-be08-4504-9376-a3c6398ea482,2023-04-09 07:30:43.643358,2023-04-11 06:30:43.643358,a9cab924
e3248dc8-c4bd-49c5-a738-bc95084760ec,2022-07-24 01:28:56.319822,2022-07-25 04:28:56.319822,b44274ef
0a24f936-1246-405f-bc4e-a36a2125b046,2021-05-07 18:23:44.011396,2021-05-09 16:23:44.011396,6bd9a68f
139eb019-fc06-411b-9435-0873759f6071,2022-05-03 03:58:23.610847,2022-05-04 20:58:23.610847,aa959d5c
0aa84ab3-b0e4-474e-940f-05bf43ab099d,2023-07-27 10:23:36.598959,2023-07-27 22:23:36.598959,d430b90f
57773caf-b993-48ff-8af9-d575c6a34e3c,2022-02-14 16:56:01.008855,2022-02-16 10:56:01.008855,8917af61
7ba3cbdb-c75d-4c7b-bbc4-804519681dbd,2023-04-25 01:27:01.616697,2023-04-26 21:27:01.616697,d39915f8
6628fd5d-83ef-4ad3-964b-ba552d62ece6,2023-11-15 13:16:39.002034,2023-11-16 16:16:39.002034,11d250c2
27cd0aac-9533-4e14-b091-14233f5c3484,2023-09-05 23:07:07.560793,2023-09-07 22:07:07.560793,80d02f30
b71a7519-263e-4705-be79-492651fa54ac,2023-03-12 03:41:36.290574,2023-03-13 14:41:36.290574,15f42732
f49f8e42-3f0f-4c29-8317-42b9d9857159,2021-03-22 14:16:41.603275,2021-03-24 06:16:41.603275,d430fa4e
8c9d49f4-d2bc-4280-859b-224957f8582f,2021-12-26 02:15:28.717303,2021-12-27 17:15:28.717303,2619e4f5
d8e54179-a4b6-416f-843f-3fef56a94434,2021-07-23 04:20:27.531790,2021-07-24 12:20:27.531790,f2cf14e7
4c8cb666-6c28-47c2-a025-cda70dce1f67,2021-01-20 06:16:55.202202,2021-01-21 01:16:55.202202,370ded47
30389965-a576-4d3d-8a9f-95a80b40897d,2021-06-26 04:01:13.300142,2021-06-27 04:01:13.300142,47ad79e9
fd6a8fad-2909-4666-8bab-55b53cbd572d,2021-03-29 12:48:41.549463,2021-03-30 15:48:41.549463,e434b1d3
2d4e543a-5a6e-46dc-bba5-375997af240d,2022-01-08 02:41:12.973547,2022-01-09 05:41:12.973547,156a31d1
68856027-034a-42ae-a957-3c4342088e0e,2023-06-16 14:43:37.122459,2023-06-18 00:43:37.122459,d70eab53
07df2118-64b2-4179-b5fb-53f01d51772b,2023-08-30 14:05:32.748421,2023-08-31 10:05:32.748421,eb5fe6d9
773ff12b-2b4a-4477-8239-91196d5528be,2022-12-16 21:41:54.227459,2022-12-18 14:41:54.227459,615c9bd2
38ce6be4-d593-4053-a07d-c6a85f2ab43e,2022-11-28 00:12:45.662933,2022-11-29 16:12:45.662933,7277f072
8da894e7-9c40-4142-a335-462f623900ba,2022-09-10 03:02:30.923079,2022-09-11 11:02:30.923079,b32414d9
20a05c30-b64f-4312-8518-df5acd5dec8d,2022-06-27 23:05:16.029165,2022-06-28 20:05:16.029165,3ec3d832
e31b81ca-804a-42ae-9854-78c7de430d87,2022-01-28 20:35:26.932391,2022-01-30 15:35:26.932391,648e3b69
41d2dd9a-b105-40dd-9531-d896aa8362c2,2022-07-01 19:54:49.146745,2022-07-02 09:54:49.146745,50c46169
5b7f7ead-25ca-498d-82f6-c642f200e8af,2022-04-21 10:36:00.011839,2022-04-21 22:36:00.011839,9ae57b40
a2295d20-3644-4613-9679-3a7d20cce185,2023-04-25 00:05:54.316950,2023-04-26 23:05:54.316950,c19b6b4b
1a8d7eaa-b6d3-403a-8119-6abb662dc66d,2022-01-28 16:55:16.848600,2022-01-30 12:55:16.848600,2054b608
d84ced07-3c82-41db-8a75-11d330ae641f,2022-07-06 03:41:55.319101,2022-07-06 15:41:55.319101,2619e4f5
d989a189-275d-434d-82b1-06134221dc9d,2021-08-04 05:49:44.039797,2021-08-05 23:49:44.039797,738bf8b3
32654043-faf5-4e00-a09f-fa358399a9a4,2023-11-26 06:01:54.350993,2023-11-28 01:01:54.350993,5309ce80
71cdd10b-8aff-4443-9458-82300fb9eedc,2023-05-01 17:16:31.965186,2023-05-03 13:16:31.965186,fb3b28b1
